in s,C1 in V
-7.9802695E+00,4.288725E-01
-7.9798118E+00,4.276503E-01
-7.9793540E+00,4.283021E-01
-7.9788962E+00,4.270663E-01
-7.9784385E+00,4.273108E-01
-7.9779807E+00,4.265638E-01
-7.9775229E+00,4.275959E-01
-7.9770652E+00,4.275959E-01
-7.9766074E+00,4.271478E-01
-7.9761496E+00,4.262515E-01
-7.9756919E+00,4.274737E-01
-7.9752341E+00,4.285873E-01
-7.9747763E+00,4.282750E-01
-7.9743186E+00,4.273651E-01
-7.9738608E+00,4.284651E-01
-7.9734030E+00,4.304886E-01
-7.9729453E+00,4.265367E-01
-7.9724875E+00,4.288318E-01
-7.9720297E+00,4.286009E-01
-7.9715720E+00,4.284379E-01
-7.9711142E+00,4.269984E-01
-7.9706564E+00,4.262787E-01
-7.9701986E+00,4.274194E-01
-7.9697409E+00,4.274194E-01
-7.9692831E+00,4.271885E-01
-7.9688253E+00,4.283972E-01
-7.9683676E+00,4.274466E-01
-7.9679098E+00,4.269984E-01
-7.9674520E+00,4.253145E-01
-7.9669943E+00,4.265231E-01
-7.9665365E+00,4.273515E-01
-7.9660787E+00,4.267268E-01
-7.9656210E+00,4.285602E-01
-7.9651632E+00,4.287095E-01
-7.9647054E+00,4.279490E-01
-7.9642477E+00,4.263330E-01
-7.9637899E+00,4.274873E-01
-7.9633321E+00,4.258305E-01
-7.9628744E+00,4.266996E-01
-7.9624166E+00,4.259527E-01
-7.9619588E+00,4.261700E-01
-7.9615011E+00,4.261429E-01
-7.9610433E+00,4.291441E-01
-7.9605855E+00,4.271885E-01
-7.9601278E+00,4.269305E-01
-7.9596700E+00,4.242688E-01
-7.9592122E+00,4.260206E-01
-7.9587544E+00,4.292935E-01
-7.9582967E+00,4.273108E-01
-7.9578389E+00,4.244725E-01
-7.9573811E+00,4.260206E-01
-7.9569234E+00,4.241737E-01
-7.9564656E+00,4.275824E-01
-7.9560078E+00,4.272564E-01
-7.9555501E+00,4.268898E-01
-7.9550923E+00,4.269713E-01
-7.9546345E+00,4.276910E-01
-7.9541768E+00,4.258848E-01
-7.9537190E+00,4.250428E-01
-7.9532612E+00,4.285873E-01
-7.9528035E+00,4.257898E-01
-7.9523457E+00,4.280848E-01
-7.9518879E+00,4.269305E-01
-7.9514302E+00,4.253552E-01
-7.9509724E+00,4.245132E-01
-7.9505146E+00,4.253824E-01
-7.9500569E+00,4.269984E-01
-7.9495991E+00,4.265231E-01
-7.9491413E+00,4.271478E-01
-7.9486836E+00,4.266725E-01
-7.9482258E+00,4.268898E-01
-7.9477680E+00,4.266725E-01
-7.9473102E+00,4.277997E-01
-7.9468525E+00,4.267675E-01
-7.9463947E+00,4.271071E-01
-7.9459369E+00,4.269169E-01
-7.9454792E+00,4.266046E-01
-7.9450214E+00,4.254095E-01
-7.9445636E+00,4.270392E-01
-7.9441059E+00,4.279083E-01
-7.9436481E+00,4.259663E-01
-7.9431903E+00,4.258305E-01
-7.9427326E+00,4.260885E-01
-7.9422748E+00,4.256404E-01
-7.9418170E+00,4.268219E-01
-7.9413593E+00,4.274466E-01
-7.9409015E+00,4.243231E-01
-7.9404437E+00,4.261429E-01
-7.9399860E+00,4.263737E-01
-7.9395282E+00,4.286552E-01
-7.9390704E+00,4.268354E-01
-7.9386127E+00,4.250972E-01
-7.9381549E+00,4.244046E-01
-7.9376971E+00,4.295515E-01
-7.9372394E+00,4.254231E-01
-7.9367816E+00,4.285466E-01
-7.9363238E+00,4.265231E-01
-7.9358660E+00,4.247305E-01
-7.9354083E+00,4.245132E-01
-7.9349505E+00,4.262108E-01
-7.9344927E+00,4.262922E-01
-7.9340350E+00,4.261157E-01
-7.9335772E+00,4.261157E-01
-7.9331194E+00,4.254638E-01
-7.9326617E+00,4.253959E-01
-7.9322039E+00,4.245132E-01
-7.9317461E+00,4.266182E-01
-7.9312884E+00,4.260478E-01
-7.9308306E+00,4.268626E-01
-7.9303728E+00,4.269984E-01
-7.9299151E+00,4.300947E-01
-7.9294573E+00,4.265774E-01
-7.9289995E+00,4.259527E-01
-7.9285418E+00,4.268354E-01
-7.9280840E+00,4.277318E-01
-7.9276262E+00,4.268626E-01
-7.9271685E+00,4.261972E-01
-7.9267107E+00,4.264416E-01
-7.9262529E+00,4.259935E-01
-7.9257952E+00,4.268762E-01
-7.9253374E+00,4.253552E-01
-7.9248796E+00,4.258577E-01
-7.9244218E+00,4.243231E-01
-7.9239641E+00,4.271478E-01
-7.9235063E+00,4.260342E-01
-7.9230485E+00,4.272836E-01
-7.9225908E+00,4.287774E-01
-7.9221330E+00,4.270120E-01
-7.9216752E+00,4.274194E-01
-7.9212175E+00,4.271478E-01
-7.9207597E+00,4.282071E-01
-7.9203019E+00,4.268490E-01
-7.9198442E+00,4.264959E-01
-7.9193864E+00,4.272157E-01
-7.9189286E+00,4.251515E-01
-7.9184709E+00,4.261293E-01
-7.9180131E+00,4.282614E-01
-7.9175553E+00,4.286145E-01
-7.9170976E+00,4.275416E-01
-7.9166398E+00,4.256404E-01
-7.9161820E+00,4.261021E-01
-7.9157243E+00,4.268219E-01
-7.9152665E+00,4.247984E-01
-7.9148087E+00,4.249342E-01
-7.9143510E+00,4.262787E-01
-7.9138932E+00,4.280577E-01
-7.9134354E+00,4.274194E-01
-7.9129776E+00,4.263873E-01
-7.9125199E+00,4.292663E-01
-7.9120621E+00,4.282071E-01
-7.9116043E+00,4.310453E-01
-7.9111466E+00,4.267540E-01
-7.9106888E+00,4.281935E-01
-7.9102310E+00,4.277997E-01
-7.9097733E+00,4.262922E-01
-7.9093155E+00,4.250428E-01
-7.9088577E+00,4.277453E-01
-7.9084000E+00,4.270527E-01
-7.9079422E+00,4.278268E-01
-7.9074844E+00,4.256268E-01
-7.9070267E+00,4.261429E-01
-7.9065689E+00,4.272021E-01
-7.9061111E+00,4.255046E-01
-7.9056534E+00,4.264416E-01
-7.9051956E+00,4.265367E-01
-7.9047378E+00,4.273515E-01
-7.9042801E+00,4.278132E-01
-7.9038223E+00,4.279083E-01
-7.9033645E+00,4.269984E-01
-7.9029068E+00,4.283564E-01
-7.9024490E+00,4.274466E-01
-7.9019912E+00,4.273922E-01
-7.9015334E+00,4.309367E-01
-7.9010757E+00,4.286009E-01
-7.9006179E+00,4.273108E-01
-7.9001601E+00,4.262787E-01
-7.8997024E+00,4.279898E-01
-7.8992446E+00,4.280848E-01
-7.8987868E+00,4.273515E-01
-7.8983291E+00,4.282478E-01
-7.8978713E+00,4.286688E-01
-7.8974135E+00,4.276095E-01
-7.8969558E+00,4.270392E-01
-7.8964980E+00,4.278676E-01
-7.8960402E+00,4.258441E-01
-7.8955825E+00,4.280441E-01
-7.8951247E+00,4.286960E-01
-7.8946669E+00,4.278947E-01
-7.8942092E+00,4.280169E-01
-7.8937514E+00,4.266453E-01
-7.8932936E+00,4.285737E-01
-7.8928359E+00,4.277182E-01
-7.8923781E+00,4.278132E-01
-7.8919203E+00,4.289268E-01
-7.8914626E+00,4.271206E-01
-7.8910048E+00,4.266182E-01
-7.8905470E+00,4.270663E-01
-7.8900892E+00,4.274330E-01
-7.8896315E+00,4.266996E-01
-7.8891737E+00,4.268898E-01
-7.8887159E+00,4.280169E-01
-7.8882582E+00,4.284787E-01
-7.8878004E+00,4.260206E-01
-7.8873426E+00,4.260885E-01
-7.8868849E+00,4.298231E-01
-7.8864271E+00,4.283700E-01
-7.8859693E+00,4.261157E-01
-7.8855116E+00,4.281935E-01
-7.8850538E+00,4.288997E-01
-7.8845960E+00,4.282885E-01
-7.8841383E+00,4.265231E-01
-7.8836805E+00,4.272021E-01
-7.8832227E+00,4.255182E-01
-7.8827650E+00,4.257762E-01
-7.8823072E+00,4.281527E-01
-7.8818494E+00,4.271750E-01
-7.8813917E+00,4.262651E-01
-7.8809339E+00,4.259663E-01
-7.8804761E+00,4.267404E-01
-7.8800184E+00,4.279219E-01
-7.8795606E+00,4.286824E-01
-7.8791028E+00,4.270799E-01
-7.8786450E+00,4.266589E-01
-7.8781873E+00,4.259799E-01
-7.8777295E+00,4.284108E-01
-7.8772717E+00,4.253280E-01
-7.8768140E+00,4.277861E-01
-7.8763562E+00,4.285194E-01
-7.8758984E+00,4.275009E-01
-7.8754407E+00,4.273787E-01
-7.8749829E+00,4.272700E-01
-7.8745251E+00,4.285737E-01
-7.8740674E+00,4.262243E-01
-7.8736096E+00,4.259527E-01
-7.8731518E+00,4.256947E-01
-7.8726941E+00,4.262787E-01
-7.8722363E+00,4.268762E-01
-7.8717785E+00,4.266046E-01
-7.8713208E+00,4.255453E-01
-7.8708630E+00,4.259663E-01
-7.8704052E+00,4.275552E-01
-7.8699475E+00,4.260885E-01
-7.8694897E+00,4.273108E-01
-7.8690319E+00,4.277589E-01
-7.8685742E+00,4.251787E-01
-7.8681164E+00,4.262515E-01
-7.8676586E+00,4.263601E-01
-7.8672008E+00,4.290083E-01
-7.8667431E+00,4.259663E-01
-7.8662853E+00,4.261972E-01
-7.8658275E+00,4.279219E-01
-7.8653698E+00,4.262651E-01
-7.8649120E+00,4.276503E-01
-7.8644542E+00,4.264688E-01
-7.8639965E+00,4.267404E-01
-7.8635387E+00,4.281663E-01
-7.8630809E+00,4.250157E-01
-7.8626232E+00,4.257898E-01
-7.8621654E+00,4.257898E-01
-7.8617076E+00,4.253824E-01
-7.8612499E+00,4.272700E-01
-7.8607921E+00,4.281392E-01
-7.8603343E+00,4.270256E-01
-7.8598766E+00,4.272700E-01
-7.8594188E+00,4.253280E-01
-7.8589610E+00,4.275009E-01
-7.8585033E+00,4.272021E-01
-7.8580455E+00,4.274330E-01
-7.8575877E+00,4.263330E-01
-7.8571300E+00,4.245404E-01
-7.8566722E+00,4.261700E-01
-7.8562144E+00,4.266996E-01
-7.8557566E+00,4.265503E-01
-7.8552989E+00,4.253145E-01
-7.8548411E+00,4.250157E-01
-7.8543833E+00,4.257083E-01
-7.8539256E+00,4.265095E-01
-7.8534678E+00,4.256132E-01
-7.8530100E+00,4.238478E-01
-7.8525523E+00,4.262108E-01
-7.8520945E+00,4.264009E-01
-7.8516367E+00,4.258305E-01
-7.8511790E+00,4.281799E-01
-7.8507212E+00,4.274330E-01
-7.8502634E+00,4.267811E-01
-7.8498057E+00,4.264959E-01
-7.8493479E+00,4.262787E-01
-7.8488901E+00,4.268354E-01
-7.8484324E+00,4.261429E-01
-7.8479746E+00,4.250972E-01
-7.8475168E+00,4.275009E-01
-7.8470591E+00,4.265231E-01
-7.8466013E+00,4.257219E-01
-7.8461435E+00,4.263330E-01
-7.8456858E+00,4.256540E-01
-7.8452280E+00,4.271206E-01
-7.8447702E+00,4.286688E-01
-7.8443124E+00,4.261700E-01
-7.8438547E+00,4.249206E-01
-7.8433969E+00,4.268083E-01
-7.8429391E+00,4.246354E-01
-7.8424814E+00,4.256675E-01
-7.8420236E+00,4.274194E-01
-7.8415658E+00,4.288725E-01
-7.8411081E+00,4.279219E-01
-7.8406503E+00,4.277861E-01
-7.8401925E+00,4.262243E-01
-7.8397348E+00,4.259391E-01
-7.8392770E+00,4.238749E-01
-7.8388192E+00,4.264688E-01
-7.8383615E+00,4.266725E-01
-7.8379037E+00,4.248391E-01
-7.8374459E+00,4.256675E-01
-7.8369882E+00,4.263058E-01
-7.8365304E+00,4.266861E-01
-7.8360726E+00,4.253145E-01
-7.8356149E+00,4.261972E-01
-7.8351571E+00,4.274737E-01
-7.8346993E+00,4.250972E-01
-7.8342416E+00,4.264959E-01
-7.8337838E+00,4.267404E-01
-7.8333260E+00,4.257490E-01
-7.8328682E+00,4.261700E-01
-7.8324105E+00,4.286281E-01
-7.8319527E+00,4.279219E-01
-7.8314949E+00,4.268898E-01
-7.8310372E+00,4.274601E-01
-7.8305794E+00,4.262243E-01
-7.8301216E+00,4.259663E-01
-7.8296639E+00,4.277046E-01
-7.8292061E+00,4.258033E-01
-7.8287483E+00,4.272564E-01
-7.8282906E+00,4.268219E-01
-7.8278328E+00,4.279490E-01
-7.8273750E+00,4.251243E-01
-7.8269173E+00,4.270120E-01
-7.8264595E+00,4.269305E-01
-7.8260017E+00,4.275416E-01
-7.8255440E+00,4.263873E-01
-7.8250862E+00,4.259256E-01
-7.8246284E+00,4.273651E-01
-7.8241707E+00,4.265638E-01
-7.8237129E+00,4.295379E-01
-7.8232551E+00,4.281120E-01
-7.8227974E+00,4.284108E-01
-7.8223396E+00,4.284108E-01
-7.8218818E+00,4.260071E-01
-7.8214240E+00,4.265638E-01
-7.8209663E+00,4.286824E-01
-7.8205085E+00,4.276231E-01
-7.8200507E+00,4.270935E-01
-7.8195930E+00,4.269848E-01
-7.8191352E+00,4.268354E-01
-7.8186774E+00,4.261293E-01
-7.8182197E+00,4.241737E-01
-7.8177619E+00,4.260478E-01
-7.8173041E+00,4.284787E-01
-7.8168464E+00,4.264280E-01
-7.8163886E+00,4.267540E-01
-7.8159308E+00,4.276503E-01
-7.8154731E+00,4.264824E-01
-7.8150153E+00,4.286824E-01
-7.8145575E+00,4.272564E-01
-7.8140998E+00,4.270527E-01
-7.8136420E+00,4.267540E-01
-7.8131842E+00,4.269577E-01
-7.8127265E+00,4.248391E-01
-7.8122687E+00,4.258033E-01
-7.8118109E+00,4.273243E-01
-7.8113532E+00,4.247441E-01
-7.8108954E+00,4.269848E-01
-7.8104376E+00,4.301762E-01
-7.8099798E+00,4.273379E-01
-7.8095221E+00,4.273922E-01
-7.8090643E+00,4.261564E-01
-7.8086065E+00,4.264280E-01
-7.8081488E+00,4.274194E-01
-7.8076910E+00,4.270935E-01
-7.8072332E+00,4.261157E-01
-7.8067755E+00,4.276638E-01
-7.8063177E+00,4.262922E-01
-7.8058599E+00,4.263330E-01
-7.8054022E+00,4.271206E-01
-7.8049444E+00,4.262787E-01
-7.8044866E+00,4.274194E-01
-7.8040289E+00,4.288046E-01
-7.8035711E+00,4.286145E-01
-7.8031133E+00,4.284651E-01
-7.8026556E+00,4.258033E-01
-7.8021978E+00,4.261972E-01
-7.8017400E+00,4.276231E-01
-7.8012823E+00,4.271478E-01
-7.8008245E+00,4.263194E-01
-7.8003667E+00,4.267268E-01
-7.7999090E+00,4.274873E-01
-7.7994512E+00,4.254910E-01
-7.7989934E+00,4.271071E-01
-7.7985356E+00,4.285466E-01
-7.7980779E+00,4.259527E-01
-7.7976201E+00,4.267947E-01
-7.7971623E+00,4.265095E-01
-7.7967046E+00,4.283836E-01
-7.7962468E+00,4.286281E-01
-7.7957890E+00,4.261700E-01
-7.7953313E+00,4.267268E-01
-7.7948735E+00,4.239021E-01
-7.7944157E+00,4.272021E-01
-7.7939580E+00,4.266046E-01
-7.7935002E+00,4.276774E-01
-7.7930424E+00,4.275688E-01
-7.7925847E+00,4.258577E-01
-7.7921269E+00,4.265231E-01
-7.7916691E+00,4.277725E-01
-7.7912114E+00,4.279490E-01
-7.7907536E+00,4.265638E-01
-7.7902958E+00,4.267404E-01
-7.7898381E+00,4.277861E-01
-7.7893803E+00,4.280984E-01
-7.7889225E+00,4.258305E-01
-7.7884648E+00,4.267132E-01
-7.7880070E+00,4.290898E-01
-7.7875492E+00,4.282478E-01
-7.7870914E+00,4.254231E-01
-7.7866337E+00,4.249749E-01
-7.7861759E+00,4.281256E-01
-7.7857181E+00,4.275824E-01
-7.7852604E+00,4.283293E-01
-7.7848026E+00,4.269713E-01
-7.7843448E+00,4.288318E-01
-7.7838871E+00,4.280441E-01
-7.7834293E+00,4.255453E-01
-7.7829715E+00,4.254638E-01
-7.7825138E+00,4.279083E-01
-7.7820560E+00,4.284787E-01
-7.7815982E+00,4.259527E-01
-7.7811405E+00,4.259935E-01
-7.7806827E+00,4.278268E-01
-7.7802249E+00,4.284787E-01
-7.7797672E+00,4.277046E-01
-7.7793094E+00,4.278268E-01
-7.7788516E+00,4.277318E-01
-7.7783939E+00,4.262787E-01
-7.7779361E+00,4.262108E-01
-7.7774783E+00,4.266589E-01
-7.7770206E+00,4.274194E-01
-7.7765628E+00,4.289676E-01
-7.7761050E+00,4.256947E-01
-7.7756472E+00,4.269034E-01
-7.7751895E+00,4.283021E-01
-7.7747317E+00,4.262787E-01
-7.7742739E+00,4.281799E-01
-7.7738162E+00,4.273108E-01
-7.7733584E+00,4.273379E-01
-7.7729006E+00,4.257626E-01
-7.7724429E+00,4.267268E-01
-7.7719851E+00,4.277318E-01
-7.7715273E+00,4.280577E-01
-7.7710696E+00,4.272293E-01
-7.7706118E+00,4.262243E-01
-7.7701540E+00,4.273379E-01
-7.7696963E+00,4.281527E-01
-7.7692385E+00,4.280984E-01
-7.7687807E+00,4.270527E-01
-7.7683230E+00,4.256268E-01
-7.7678652E+00,4.247577E-01
-7.7674074E+00,4.257898E-01
-7.7669497E+00,4.272564E-01
-7.7664919E+00,4.281799E-01
-7.7660341E+00,4.282071E-01
-7.7655764E+00,4.266589E-01
-7.7651186E+00,4.267947E-01
-7.7646608E+00,4.277997E-01
-7.7642030E+00,4.258984E-01
-7.7637453E+00,4.258441E-01
-7.7632875E+00,4.263330E-01
-7.7628297E+00,4.274058E-01
-7.7623720E+00,4.266182E-01
-7.7619142E+00,4.262243E-01
-7.7614564E+00,4.258169E-01
-7.7609987E+00,4.274194E-01
-7.7605409E+00,4.277453E-01
-7.7600831E+00,4.274466E-01
-7.7596254E+00,4.257762E-01
-7.7591676E+00,4.265095E-01
-7.7587098E+00,4.268626E-01
-7.7582521E+00,4.257762E-01
-7.7577943E+00,4.268219E-01
-7.7573365E+00,4.267132E-01
-7.7568788E+00,4.266589E-01
-7.7564210E+00,4.265774E-01
-7.7559632E+00,4.272021E-01
-7.7555055E+00,4.278132E-01
-7.7550477E+00,4.292799E-01
-7.7545899E+00,4.257354E-01
-7.7541322E+00,4.271750E-01
-7.7536744E+00,4.276231E-01
-7.7532166E+00,4.257626E-01
-7.7527588E+00,4.256947E-01
-7.7523011E+00,4.269305E-01
-7.7518433E+00,4.272700E-01
-7.7513855E+00,4.265774E-01
-7.7509278E+00,4.242009E-01
-7.7504700E+00,4.261429E-01
-7.7500122E+00,4.268219E-01
-7.7495545E+00,4.286552E-01
-7.7490967E+00,4.263194E-01
-7.7486389E+00,4.277318E-01
-7.7481812E+00,4.269713E-01
-7.7477234E+00,4.263601E-01
-7.7472656E+00,4.275145E-01
-7.7468079E+00,4.269713E-01
-7.7463501E+00,4.258305E-01
-7.7458923E+00,4.251243E-01
-7.7454346E+00,4.270527E-01
-7.7449768E+00,4.258984E-01
-7.7445190E+00,4.276638E-01
-7.7440613E+00,4.255996E-01
-7.7436035E+00,4.252330E-01
-7.7431457E+00,4.266861E-01
-7.7426880E+00,4.269034E-01
-7.7422302E+00,4.259256E-01
-7.7417724E+00,4.244861E-01
-7.7413146E+00,4.271614E-01
-7.7408569E+00,4.261836E-01
-7.7403991E+00,4.257490E-01
-7.7399413E+00,4.256675E-01
-7.7394836E+00,4.265231E-01
-7.7390258E+00,4.222046E-01
-7.7385680E+00,4.261564E-01
-7.7381103E+00,4.270935E-01
-7.7376525E+00,4.267947E-01
-7.7371947E+00,4.275552E-01
-7.7367370E+00,4.252466E-01
-7.7362792E+00,4.254503E-01
-7.7358214E+00,4.259527E-01
-7.7353637E+00,4.255589E-01
-7.7349059E+00,4.269305E-01
-7.7344481E+00,4.265774E-01
-7.7339904E+00,4.271071E-01
-7.7335326E+00,4.258712E-01
-7.7330748E+00,4.266725E-01
-7.7326171E+00,4.257354E-01
-7.7321593E+00,4.265367E-01
-7.7317015E+00,4.277318E-01
-7.7312438E+00,4.264280E-01
-7.7307860E+00,4.256811E-01
-7.7303282E+00,4.261700E-01
-7.7298704E+00,4.269713E-01
-7.7294127E+00,4.274330E-01
-7.7289549E+00,4.225033E-01
-7.7284971E+00,4.256132E-01
-7.7280394E+00,4.308960E-01
-7.7275816E+00,4.259799E-01
-7.7271238E+00,4.260885E-01
-7.7266661E+00,4.266317E-01
-7.7262083E+00,4.258169E-01
-7.7257505E+00,4.262379E-01
-7.7252928E+00,4.262651E-01
-7.7248350E+00,4.241330E-01
-7.7243772E+00,4.268490E-01
-7.7239195E+00,4.266861E-01
-7.7234617E+00,4.264145E-01
-7.7230039E+00,4.268762E-01
-7.7225462E+00,4.268490E-01
-7.7220884E+00,4.263873E-01
-7.7216306E+00,4.265910E-01
-7.7211729E+00,4.288861E-01
-7.7207151E+00,4.277725E-01
-7.7202573E+00,4.261836E-01
-7.7197996E+00,4.264280E-01
-7.7193418E+00,4.289540E-01
-7.7188840E+00,4.266996E-01
-7.7184262E+00,4.289811E-01
-7.7179685E+00,4.277861E-01
-7.7175107E+00,4.275824E-01
-7.7170529E+00,4.251922E-01
-7.7165952E+00,4.252466E-01
-7.7161374E+00,4.253959E-01
-7.7156796E+00,4.269441E-01
-7.7152219E+00,4.247441E-01
-7.7147641E+00,4.236577E-01
-7.7143063E+00,4.253959E-01
-7.7138486E+00,4.269034E-01
-7.7133908E+00,4.239700E-01
-7.7129330E+00,4.281527E-01
-7.7124753E+00,4.284108E-01
-7.7120175E+00,4.292527E-01
-7.7115597E+00,4.275824E-01
-7.7111020E+00,4.266589E-01
-7.7106442E+00,4.282478E-01
-7.7101864E+00,4.287910E-01
-7.7097287E+00,4.287503E-01
-7.7092709E+00,4.271614E-01
-7.7088131E+00,4.282750E-01
-7.7083554E+00,4.267540E-01
-7.7078976E+00,4.275145E-01
-7.7074398E+00,4.272293E-01
-7.7069820E+00,4.262243E-01
-7.7065243E+00,4.271750E-01
-7.7060665E+00,4.267540E-01
-7.7056087E+00,4.244589E-01
-7.7051510E+00,4.255453E-01
-7.7046932E+00,4.262379E-01
-7.7042354E+00,4.270527E-01
-7.7037777E+00,4.276910E-01
-7.7033199E+00,4.279898E-01
-7.7028621E+00,4.293342E-01
-7.7024044E+00,4.283972E-01
-7.7019466E+00,4.281392E-01
-7.7014888E+00,4.283021E-01
-7.7010311E+00,4.272429E-01
-7.7005733E+00,4.270527E-01
-7.7001155E+00,4.280848E-01
-7.6996578E+00,4.278811E-01
-7.6992000E+00,4.260206E-01
-7.6987422E+00,4.279626E-01
-7.6982845E+00,4.260885E-01
-7.6978267E+00,4.287231E-01
-7.6973689E+00,4.280848E-01
-7.6969112E+00,4.278947E-01
-7.6964534E+00,4.270663E-01
-7.6959956E+00,4.279490E-01
-7.6955378E+00,4.274873E-01
-7.6950801E+00,4.255996E-01
-7.6946223E+00,4.269034E-01
-7.6941645E+00,4.297552E-01
-7.6937068E+00,4.288589E-01
-7.6932490E+00,4.263873E-01
-7.6927912E+00,4.277725E-01
-7.6923335E+00,4.277997E-01
-7.6918757E+00,4.282342E-01
-7.6914179E+00,4.259256E-01
-7.6909602E+00,4.269305E-01
-7.6905024E+00,4.276503E-01
-7.6900446E+00,4.284379E-01
-7.6895869E+00,4.279762E-01
-7.6891291E+00,4.273787E-01
-7.6886713E+00,4.270392E-01
-7.6882136E+00,4.284787E-01
-7.6877558E+00,4.268762E-01
-7.6872980E+00,4.264280E-01
-7.6868403E+00,4.278676E-01
-7.6863825E+00,4.286960E-01
-7.6859247E+00,4.280305E-01
-7.6854670E+00,4.262379E-01
-7.6850092E+00,4.297281E-01
-7.6845514E+00,4.282614E-01
-7.6840936E+00,4.284243E-01
-7.6836359E+00,4.272700E-01
-7.6831781E+00,4.276095E-01
-7.6827203E+00,4.289404E-01
-7.6822626E+00,4.265638E-01
-7.6818048E+00,4.250021E-01
-7.6813470E+00,4.271478E-01
-7.6808893E+00,4.260478E-01
-7.6804315E+00,4.273787E-01
-7.6799737E+00,4.274873E-01
-7.6795160E+00,4.283293E-01
-7.6790582E+00,4.277453E-01
-7.6786004E+00,4.285873E-01
-7.6781427E+00,4.275688E-01
-7.6776849E+00,4.270256E-01
-7.6772271E+00,4.289676E-01
-7.6767694E+00,4.269713E-01
-7.6763116E+00,4.281256E-01
-7.6758538E+00,4.288318E-01
-7.6753961E+00,4.274601E-01
-7.6749383E+00,4.277725E-01
-7.6744805E+00,4.264824E-01
-7.6740228E+00,4.289404E-01
-7.6735650E+00,4.286688E-01
-7.6731072E+00,4.261021E-01
-7.6726494E+00,4.248391E-01
-7.6721917E+00,4.240107E-01
-7.6717339E+00,4.265503E-01
-7.6712761E+00,4.275688E-01
-7.6708184E+00,4.253280E-01
-7.6703606E+00,4.262515E-01
-7.6699028E+00,4.289676E-01
-7.6694451E+00,4.267268E-01
-7.6689873E+00,4.251379E-01
-7.6685295E+00,4.274737E-01
-7.6680718E+00,4.276503E-01
-7.6676140E+00,4.267404E-01
-7.6671562E+00,4.282478E-01
-7.6666985E+00,4.286009E-01
-7.6662407E+00,4.281663E-01
-7.6657829E+00,4.265638E-01
-7.6653252E+00,4.272157E-01
-7.6648674E+00,4.289540E-01
-7.6644096E+00,4.273651E-01
-7.6639519E+00,4.257898E-01
-7.6634941E+00,4.251107E-01
-7.6630363E+00,4.248663E-01
-7.6625786E+00,4.265095E-01
-7.6621208E+00,4.237391E-01
-7.6616630E+00,4.272157E-01
-7.6612052E+00,4.273243E-01
-7.6607475E+00,4.236169E-01
-7.6602897E+00,4.263873E-01
-7.6598319E+00,4.256132E-01
-7.6593742E+00,4.256947E-01
-7.6589164E+00,4.288453E-01
-7.6584586E+00,4.261429E-01
-7.6580009E+00,4.269713E-01
-7.6575431E+00,4.272021E-01
-7.6570853E+00,4.275145E-01
-7.6566276E+00,4.254503E-01
-7.6561698E+00,4.255182E-01
-7.6557120E+00,4.274194E-01
-7.6552543E+00,4.274466E-01
-7.6547965E+00,4.271071E-01
-7.6543387E+00,4.233725E-01
-7.6538810E+00,4.254910E-01
-7.6534232E+00,4.273787E-01
-7.6529654E+00,4.253824E-01
-7.6525077E+00,4.260614E-01
-7.6520499E+00,4.261836E-01
-7.6515921E+00,4.267268E-01
-7.6511344E+00,4.251922E-01
-7.6506766E+00,4.234268E-01
-7.6502188E+00,4.272972E-01
-7.6497610E+00,4.278540E-01
-7.6493033E+00,4.275280E-01
-7.6488455E+00,4.259120E-01
-7.6483877E+00,4.274194E-01
-7.6479300E+00,4.255182E-01
-7.6474722E+00,4.271206E-01
-7.6470144E+00,4.242552E-01
-7.6465567E+00,4.261564E-01
-7.6460989E+00,4.278268E-01
-7.6456411E+00,4.267540E-01
-7.6451834E+00,4.238070E-01
-7.6447256E+00,4.247169E-01
-7.6442678E+00,4.256675E-01
-7.6438101E+00,4.270120E-01
-7.6433523E+00,4.239564E-01
-7.6428945E+00,4.249342E-01
-7.6424368E+00,4.268762E-01
-7.6419790E+00,4.271342E-01
-7.6415212E+00,4.249342E-01
-7.6410635E+00,4.265638E-01
-7.6406057E+00,4.260206E-01
-7.6401479E+00,4.269984E-01
-7.6396902E+00,4.262922E-01
-7.6392324E+00,4.272700E-01
-7.6387746E+00,4.249749E-01
-7.6383168E+00,4.259799E-01
-7.6378591E+00,4.242823E-01
-7.6374013E+00,4.244453E-01
-7.6369435E+00,4.252058E-01
-7.6364858E+00,4.267540E-01
-7.6360280E+00,4.259663E-01
-7.6355702E+00,4.246354E-01
-7.6351125E+00,4.245132E-01
-7.6346547E+00,4.262379E-01
-7.6341969E+00,4.242823E-01
-7.6337392E+00,4.269034E-01
-7.6332814E+00,4.272429E-01
-7.6328236E+00,4.262515E-01
-7.6323659E+00,4.298503E-01
-7.6319081E+00,4.263737E-01
-7.6314503E+00,4.278132E-01
-7.6309926E+00,4.288318E-01
-7.6305348E+00,4.260206E-01
-7.6300770E+00,4.269169E-01
-7.6296193E+00,4.269441E-01
-7.6291615E+00,4.253824E-01
-7.6287037E+00,4.251107E-01
-7.6282460E+00,4.255589E-01
-7.6277882E+00,4.244182E-01
-7.6273304E+00,4.276231E-01
-7.6268726E+00,4.262922E-01
-7.6264149E+00,4.262108E-01
-7.6259571E+00,4.257626E-01
-7.6254993E+00,4.257626E-01
-7.6250416E+00,4.257898E-01
