in s,C1 in V,C3 in V,C4 in V
-2.6497211E+01,7.029777E-01,-8.1024170E-02,2.7454376E+00
-2.6495380E+01,7.029913E-01,-1.3473511E-01,2.7423859E+00
-2.6493549E+01,7.030728E-01,-1.7868042E-01,2.7431488E+00
-2.6491718E+01,7.029777E-01,-1.9210815E-01,2.7416229E+00
-2.6489887E+01,7.029370E-01,-1.6433716E-01,2.7400970E+00
-2.6488056E+01,7.030864E-01,1.0681152E-03,2.7423859E+00
-2.6486225E+01,7.029370E-01,1.6632080E-02,2.7477264E+00
-2.6484394E+01,7.027469E-01,-2.3651123E-02,2.7439117E+00
-2.6482563E+01,7.026382E-01,-9.2620850E-02,2.7416229E+00
-2.6480732E+01,7.025975E-01,-1.6891479E-01,2.7416229E+00
-2.6478901E+01,7.025839E-01,-1.4846802E-01,2.7400970E+00
-2.6477070E+01,7.025296E-01,-1.5945435E-01,2.7400970E+00
-2.6475239E+01,7.026518E-01,-5.3558350E-02,2.7408600E+00
-2.6473408E+01,7.026790E-01,5.7220459E-02,2.7400970E+00
-2.6471577E+01,7.026654E-01,6.8817139E-02,2.7393341E+00
-2.6469746E+01,7.026111E-01,3.4027100E-02,2.7416229E+00
-2.6467914E+01,7.027333E-01,-7.7362061E-02,2.7385712E+00
-2.6466083E+01,7.026246E-01,1.3275146E-02,2.7393341E+00
-2.6464252E+01,7.023666E-01,1.0452271E-01,2.7400970E+00
-2.6462421E+01,7.023123E-01,1.9699097E-01,2.7408600E+00
-2.6460590E+01,7.023530E-01,1.2283325E-01,2.7393341E+00
-2.6458759E+01,7.022308E-01,-6.8664551E-03,2.7423859E+00
-2.6456928E+01,7.021493E-01,1.1459351E-01,2.7446747E+00
-2.6455097E+01,7.022172E-01,1.6983032E-01,2.7431488E+00
-2.6453266E+01,7.022172E-01,3.1936646E-01,2.7423859E+00
-2.6451435E+01,7.022444E-01,4.0115356E-01,2.7408600E+00
-2.6449604E+01,7.022308E-01,4.0054321E-01,2.7431488E+00
-2.6447773E+01,7.022308E-01,3.6819458E-01,2.7446747E+00
-2.6445942E+01,7.022036E-01,4.6035767E-01,2.7423859E+00
-2.6444111E+01,7.019185E-01,5.3878784E-01,2.7416229E+00
-2.6442280E+01,7.017827E-01,4.7988892E-01,2.7393341E+00
-2.6440449E+01,7.019592E-01,5.2017212E-01,2.7378082E+00
-2.6438618E+01,7.019999E-01,4.3991089E-01,2.7393341E+00
-2.6436787E+01,7.018506E-01,4.0756226E-01,2.7393341E+00
-2.6434955E+01,7.019864E-01,5.0247192E-01,2.7400970E+00
-2.6433124E+01,7.021086E-01,5.3573608E-01,2.7400970E+00
-2.6431293E+01,7.021222E-01,5.2078247E-01,2.7423859E+00
-2.6429462E+01,7.021765E-01,4.7500610E-01,2.7446747E+00
-2.6427631E+01,7.022172E-01,5.1315308E-01,2.7431488E+00
-2.6425800E+01,7.021086E-01,5.6564331E-01,2.7400970E+00
-2.6423969E+01,7.018777E-01,5.1010132E-01,2.7416229E+00
-2.6422138E+01,7.016333E-01,4.6920776E-01,2.7446747E+00
-2.6420307E+01,7.016604E-01,3.8375854E-01,2.7454376E+00
-2.6418476E+01,7.016333E-01,3.0960083E-01,2.7400970E+00
-2.6416645E+01,7.015654E-01,2.5131226E-01,2.7431488E+00
-2.6414814E+01,7.016197E-01,1.7044067E-01,2.7469635E+00
-2.6412983E+01,7.017012E-01,5.5389404E-02,2.7446747E+00
-2.6411152E+01,7.017555E-01,1.2832642E-01,2.7492523E+00
-2.6409321E+01,7.016604E-01,1.7349243E-01,2.7469635E+00
-2.6407490E+01,7.017962E-01,1.4053345E-01,2.7446747E+00
-2.6405659E+01,7.015518E-01,9.2315674E-02,2.7492523E+00
-2.6403828E+01,7.013617E-01,-8.8348389E-02,2.7477264E+00
-2.6401996E+01,7.012802E-01,-2.0217896E-01,2.7469635E+00
-2.6400165E+01,7.013345E-01,-1.5762329E-01,2.7477264E+00
-2.6398334E+01,7.012123E-01,-6.3018799E-02,2.7507782E+00
-2.6396503E+01,7.012259E-01,-1.3931274E-01,2.7530670E+00
-2.6394672E+01,7.013209E-01,-2.4673462E-01,2.7515411E+00
-2.6392841E+01,7.013209E-01,-3.0441284E-01,2.7462006E+00
-2.6391010E+01,7.012259E-01,-3.1112671E-01,2.7492523E+00
-2.6389179E+01,7.012123E-01,-2.9067993E-01,2.7492523E+00
-2.6387348E+01,7.014839E-01,-2.1499634E-01,2.7492523E+00
-2.6385517E+01,7.012394E-01,-2.7725220E-01,2.7523041E+00
-2.6383686E+01,7.011036E-01,-3.2394409E-01,2.7538300E+00
-2.6381855E+01,7.009950E-01,-3.6331177E-01,2.7553558E+00
-2.6380024E+01,7.010086E-01,-3.3218384E-01,2.7507782E+00
-2.6378193E+01,7.008728E-01,-3.0654907E-01,2.7469635E+00
-2.6376362E+01,7.008864E-01,-2.9037476E-01,2.7469635E+00
-2.6374531E+01,7.010629E-01,-2.5222778E-01,2.7484894E+00
-2.6372700E+01,7.010765E-01,-2.2720337E-01,2.7462006E+00
-2.6370869E+01,7.009814E-01,-2.0950317E-01,2.7515411E+00
-2.6369037E+01,7.011036E-01,-2.0828247E-01,2.7530670E+00
-2.6367206E+01,7.012938E-01,-2.3025513E-01,2.7484894E+00
-2.6365375E+01,7.010901E-01,-1.6128540E-01,2.7530670E+00
-2.6363544E+01,7.008592E-01,-1.4846802E-01,2.7576447E+00
-2.6361713E+01,7.008728E-01,-3.2608032E-01,2.7545929E+00
-2.6359882E+01,7.008864E-01,-3.1173706E-01,2.7500153E+00
-2.6358051E+01,7.007234E-01,-2.4887085E-01,2.7500153E+00
-2.6356220E+01,7.006962E-01,-9.3841553E-02,2.7614594E+00
-2.6354389E+01,7.007913E-01,-2.1820068E-02,2.7622223E+00
-2.6352558E+01,7.007370E-01,5.3253174E-02,2.7523041E+00
-2.6350727E+01,7.007234E-01,-2.0599365E-02,2.7523041E+00
-2.6348896E+01,7.007505E-01,-5.5084229E-02,2.7568817E+00
-2.6347065E+01,7.007234E-01,-5.7830811E-02,2.7591705E+00
-2.6345234E+01,7.005740E-01,4.8065186E-02,2.7614594E+00
-2.6343403E+01,7.004654E-01,1.6098022E-01,2.7591705E+00
-2.6341572E+01,7.004382E-01,1.4846802E-01,2.7622223E+00
-2.6339741E+01,7.005061E-01,8.5601807E-02,2.7591705E+00
-2.6337910E+01,7.004246E-01,3.0059814E-02,2.7622223E+00
-2.6336078E+01,7.004654E-01,2.2125244E-02,2.7629852E+00
-2.6334247E+01,7.005061E-01,-3.4027100E-02,2.7622223E+00
-2.6332416E+01,7.005468E-01,6.4544678E-02,2.7614594E+00
-2.6330585E+01,7.004654E-01,1.3717651E-01,2.7606964E+00
-2.6328754E+01,7.005468E-01,6.5460205E-02,2.7660370E+00
-2.6326923E+01,7.006555E-01,9.5672607E-02,2.7667999E+00
-2.6325092E+01,7.003839E-01,1.4816284E-01,2.7667999E+00
-2.6323261E+01,7.002345E-01,1.7349243E-01,2.7660370E+00
-2.6321430E+01,7.002073E-01,2.0339966E-01,2.7614594E+00
-2.6319599E+01,7.001530E-01,1.3839722E-01,2.7614594E+00
-2.6317768E+01,6.999901E-01,2.5787354E-02,2.7614594E+00
-2.6315937E+01,7.000715E-01,-1.3732910E-03,2.7622223E+00
-2.6314106E+01,7.002209E-01,-5.0201416E-02,2.7645111E+00
-2.6312275E+01,7.001938E-01,-3.5247803E-02,2.7591705E+00
-2.6310444E+01,7.000580E-01,4.7760010E-02,2.7561188E+00
-2.6308613E+01,7.001394E-01,1.6021729E-02,2.7568817E+00
-2.6306782E+01,7.001394E-01,-1.5487671E-01,2.7637482E+00
-2.6304950E+01,6.998950E-01,-1.5701294E-01,2.7599335E+00
-2.6303119E+01,6.996913E-01,-2.1591187E-01,2.7614594E+00
-2.6301288E+01,6.997184E-01,-1.5090942E-01,2.7614594E+00
-2.6299457E+01,6.997592E-01,-1.6494751E-01,2.7622223E+00
-2.6297626E+01,6.996098E-01,-1.4633179E-01,2.7629852E+00
-2.6295795E+01,6.995962E-01,-1.8936157E-01,2.7622223E+00
-2.6293964E+01,6.997456E-01,-2.6687622E-01,2.7637482E+00
-2.6292133E+01,6.998135E-01,-2.9037476E-01,2.7629852E+00
-2.6290302E+01,6.996913E-01,-2.9983521E-01,2.7599335E+00
-2.6288471E+01,6.998135E-01,-2.1316528E-01,2.7606964E+00
-2.6286640E+01,6.998678E-01,-2.9922485E-01,2.7576447E+00
-2.6284809E+01,6.996641E-01,-2.2689819E-01,2.7599335E+00
-2.6282978E+01,6.995283E-01,-2.4826050E-01,2.7614594E+00
-2.6281147E+01,6.995147E-01,-2.8701782E-01,2.7606964E+00
-2.6279316E+01,6.995012E-01,-2.4887085E-01,2.7599335E+00
-2.6277485E+01,6.994061E-01,-3.3554077E-01,2.7675629E+00
-2.6275654E+01,6.993789E-01,-2.3971558E-01,2.7683258E+00
-2.6273823E+01,6.994740E-01,-2.1377563E-01,2.7645111E+00
-2.6271991E+01,6.995419E-01,-2.3147583E-01,2.7660370E+00
-2.6270160E+01,6.994604E-01,-2.7206421E-01,2.7675629E+00
-2.6268329E+01,6.995691E-01,-2.2048950E-01,2.7606964E+00
-2.6266498E+01,6.995283E-01,-2.2140503E-01,2.7667999E+00
-2.6264667E+01,6.992975E-01,-1.8264771E-01,2.7652740E+00
-2.6262836E+01,6.991617E-01,-3.1890869E-02,2.7637482E+00
-2.6261005E+01,6.991345E-01,-7.7972412E-02,2.7683258E+00
-2.6259174E+01,6.991481E-01,-1.1184692E-01,2.7652740E+00
-2.6257343E+01,6.989987E-01,-8.1329346E-02,2.7706146E+00
-2.6255512E+01,6.990802E-01,5.7830811E-02,2.7729034E+00
-2.6253681E+01,6.993246E-01,1.2863159E-01,2.7683258E+00
-2.6251850E+01,6.993654E-01,1.0482788E-01,2.7683258E+00
-2.6250019E+01,6.993246E-01,2.2125244E-02,2.7713776E+00
-2.6248188E+01,6.994604E-01,-5.1116943E-02,2.7698517E+00
-2.6246357E+01,6.992839E-01,3.0670166E-02,2.7683258E+00
-2.6244526E+01,6.990666E-01,1.8295288E-01,2.7744293E+00
-2.6242695E+01,6.988765E-01,2.0797729E-01,2.7698517E+00
-2.6240864E+01,6.988493E-01,2.6412964E-01,2.7683258E+00
-2.6239032E+01,6.988900E-01,1.5213013E-01,2.7706146E+00
-2.6237201E+01,6.986863E-01,1.4511108E-01,2.7729034E+00
-2.6235370E+01,6.986999E-01,2.2811890E-01,2.7759552E+00
-2.6233539E+01,6.989036E-01,2.4551392E-01,2.7767181E+00
-2.6231708E+01,6.988357E-01,3.0197144E-01,2.7736664E+00
-2.6229877E+01,6.987678E-01,2.6962280E-01,2.7782440E+00
-2.6228046E+01,6.988900E-01,3.2028198E-01,2.7751923E+00
-2.6226215E+01,6.988629E-01,3.1753540E-01,2.7721405E+00
-2.6224384E+01,6.986456E-01,3.2791138E-01,2.7736664E+00
-2.6222553E+01,6.986456E-01,3.1906128E-01,2.7744293E+00
-2.6220722E+01,6.985777E-01,2.8793335E-01,2.7767181E+00
-2.6218891E+01,6.985777E-01,2.8274536E-01,2.7706146E+00
-2.6217060E+01,6.985777E-01,1.9821167E-01,2.7774811E+00
-2.6215229E+01,6.985913E-01,1.2985229E-01,2.7774811E+00
-2.6213398E+01,6.985913E-01,2.6199341E-01,2.7729034E+00
-2.6211567E+01,6.985370E-01,1.7623901E-01,2.7675629E+00
-2.6209736E+01,6.985370E-01,2.1865845E-01,2.7645111E+00
-2.6207905E+01,6.986728E-01,1.7532349E-01,2.7667999E+00
-2.6206073E+01,6.986456E-01,1.9210815E-01,2.7690887E+00
-2.6204242E+01,6.984012E-01,1.4022827E-01,2.7744293E+00
-2.6202411E+01,6.983197E-01,5.3253174E-02,2.7729034E+00
-2.6200580E+01,6.983468E-01,5.3558350E-02,2.7675629E+00
-2.6198749E+01,6.983876E-01,2.2888184E-03,2.7660370E+00
-2.6196918E+01,6.982246E-01,-2.2888184E-03,2.7690887E+00
-2.6195087E+01,6.982246E-01,-1.0330200E-01,2.7774811E+00
-2.6193256E+01,6.983876E-01,-1.8478394E-01,2.7721405E+00
-2.6191425E+01,6.983333E-01,-1.5090942E-01,2.7797699E+00
-2.6189594E+01,6.983061E-01,-3.3721924E-02,2.7797699E+00
-2.6187763E+01,6.984012E-01,-4.8065186E-02,2.7759552E+00
-2.6185932E+01,6.982925E-01,-1.4846802E-01,2.7721405E+00
-2.6184101E+01,6.981024E-01,-1.6983032E-01,2.7706146E+00
-2.6182270E+01,6.980073E-01,-2.2506714E-01,2.7706146E+00
-2.6180439E+01,6.980073E-01,-1.7257690E-01,2.7736664E+00
-2.6178608E+01,6.979394E-01,-2.4246216E-01,2.7736664E+00
-2.6176777E+01,6.978172E-01,-2.9556274E-01,2.7744293E+00
-2.6174946E+01,6.978851E-01,-2.4978638E-01,2.7706146E+00
-2.6173114E+01,6.980345E-01,-2.4765015E-01,2.7744293E+00
-2.6171283E+01,6.980345E-01,-2.3574829E-01,2.7706146E+00
-2.6169452E+01,6.979937E-01,-2.4978638E-01,2.7767181E+00
-2.6167621E+01,6.980616E-01,-1.9149780E-01,2.7797699E+00
-2.6165790E+01,6.979123E-01,-1.5670776E-01,2.7790070E+00
-2.6163959E+01,6.977765E-01,-1.4633179E-01,2.7744293E+00
-2.6162128E+01,6.977086E-01,-1.2405396E-01,2.7736664E+00
-2.6160297E+01,6.977086E-01,-1.5121460E-01,2.7721405E+00
-2.6158466E+01,6.976135E-01,-1.2069702E-01,2.7713776E+00
-2.6156635E+01,6.975049E-01,-1.8295288E-01,2.7713776E+00
-2.6154804E+01,6.976271E-01,2.6702881E-02,2.7751923E+00
-2.6152973E+01,6.976407E-01,1.6937256E-02,2.7767181E+00
-2.6151142E+01,6.976542E-01,-1.0726929E-01,2.7759552E+00
-2.6149311E+01,6.976950E-01,-8.6212158E-02,2.7790070E+00
-2.6147480E+01,6.978036E-01,-9.7808838E-02,2.7751923E+00
-2.6145649E+01,6.976542E-01,-1.6784668E-03,2.7721405E+00
-2.6143818E+01,6.974098E-01,1.1978149E-01,2.7774811E+00
-2.6141987E+01,6.973419E-01,1.1001587E-01,2.7751923E+00
-2.6140155E+01,6.973962E-01,1.1795044E-01,2.7790070E+00
-2.6138324E+01,6.973419E-01,1.6525269E-01,2.7759552E+00
-2.6136493E+01,6.972740E-01,2.1316528E-01,2.7736664E+00
-2.6134662E+01,6.973419E-01,3.0593872E-01,2.7782440E+00
-2.6132831E+01,6.973419E-01,3.4133911E-01,2.7736664E+00
-2.6131000E+01,6.973011E-01,2.9251099E-01,2.7729034E+00
-2.6129169E+01,6.973419E-01,2.4032593E-01,2.7767181E+00
-2.6127338E+01,6.974777E-01,2.4337769E-01,2.7736664E+00
-2.6125507E+01,6.973690E-01,2.7938843E-01,2.7767181E+00
-2.6123676E+01,6.971518E-01,3.3859253E-01,2.7759552E+00
-2.6121845E+01,6.970703E-01,4.6096802E-01,2.7790070E+00
-2.6120014E+01,6.970567E-01,4.2861938E-01,2.7790070E+00
-2.6118183E+01,6.968937E-01,4.5394897E-01,2.7744293E+00
-2.6116352E+01,6.968123E-01,4.6066284E-01,2.7744293E+00
-2.6114521E+01,6.968530E-01,4.3350220E-01,2.7706146E+00
-2.6112690E+01,6.969481E-01,3.5171509E-01,2.7721405E+00
-2.6110859E+01,6.968937E-01,3.4500122E-01,2.7736664E+00
-2.6109028E+01,6.968666E-01,3.4591675E-01,2.7835846E+00
-2.6107196E+01,6.969481E-01,3.3126831E-01,2.7797699E+00
-2.6105365E+01,6.967851E-01,2.4795532E-01,2.7797699E+00
-2.6103534E+01,6.966765E-01,2.0401001E-01,2.7782440E+00
-2.6101703E+01,6.965542E-01,1.9424438E-01,2.7812958E+00
-2.6099872E+01,6.966493E-01,1.4755249E-01,2.7790070E+00
-2.6098041E+01,6.965135E-01,1.0818481E-01,2.7744293E+00
-2.6096210E+01,6.963505E-01,1.0223389E-02,2.7797699E+00
-2.6094379E+01,6.964592E-01,-2.4566650E-02,2.7820587E+00
-2.6092548E+01,6.965678E-01,-2.9144287E-02,2.7828217E+00
-2.6090717E+01,6.965271E-01,-1.1978149E-01,2.7858734E+00
-2.6088886E+01,6.965678E-01,-9.1705322E-02,2.7904510E+00
-2.6087055E+01,6.966493E-01,-3.1890869E-02,2.7866364E+00
-2.6085224E+01,6.964320E-01,-8.9569092E-02,2.7851105E+00
-2.6083393E+01,6.963098E-01,-1.7654419E-01,2.7805328E+00
-2.6081562E+01,6.962011E-01,-2.4246216E-01,2.7805328E+00
-2.6079731E+01,6.962283E-01,-1.3015747E-01,2.7774811E+00
-2.6077900E+01,6.961197E-01,-1.6220093E-01,2.7828217E+00
-2.6076068E+01,6.961332E-01,-1.0879517E-01,2.7873993E+00
-2.6074237E+01,6.962419E-01,-1.7929077E-01,2.7843475E+00
-2.6072406E+01,6.963505E-01,-1.9393921E-01,2.7866364E+00
-2.6070575E+01,6.963098E-01,-1.3778687E-01,2.7851105E+00
-2.6068744E+01,6.963369E-01,-1.4541626E-01,2.7881622E+00
-2.6066913E+01,6.962690E-01,-1.0299683E-01,2.7851105E+00
-2.6065082E+01,6.961197E-01,-1.9149780E-01,2.7866364E+00
-2.6063251E+01,6.959703E-01,-3.2394409E-01,2.7835846E+00
-2.6061420E+01,6.959839E-01,-3.2760620E-01,2.7858734E+00
-2.6059589E+01,6.959839E-01,-2.8030396E-01,2.7851105E+00
-2.6057758E+01,6.958888E-01,-1.7715454E-01,2.7904510E+00
-2.6055927E+01,6.958481E-01,-1.2893677E-01,2.7843475E+00
-2.6054096E+01,6.960789E-01,2.2888184E-03,2.7851105E+00
-2.6052265E+01,6.959703E-01,-3.7994385E-02,2.7889252E+00
-2.6050434E+01,6.958616E-01,-1.1093140E-01,2.7912140E+00
-2.6048603E+01,6.959024E-01,-7.1258545E-02,2.7896881E+00
-2.6046772E+01,6.959567E-01,-1.9836426E-03,2.7912140E+00
-2.6044941E+01,6.957394E-01,9.7198486E-02,2.7851105E+00
-2.6043109E+01,6.956579E-01,1.0848999E-01,2.7828217E+00
-2.6041278E+01,6.955357E-01,1.4236450E-01,2.7820587E+00
-2.6039447E+01,6.956036E-01,9.0179443E-02,2.7866364E+00
-2.6037616E+01,6.954814E-01,7.0343018E-02,2.7843475E+00
-2.6035785E+01,6.955764E-01,1.4450073E-01,2.7820587E+00
-2.6033954E+01,6.956172E-01,3.3370972E-01,2.7812958E+00
-2.6032123E+01,6.956443E-01,3.2608032E-01,2.7820587E+00
-2.6030292E+01,6.956036E-01,2.5894165E-01,2.7812958E+00
-2.6028461E+01,6.956579E-01,1.2039185E-01,2.7873993E+00
-2.6026630E+01,6.956443E-01,2.1224976E-01,2.7873993E+00
-2.6024799E+01,6.954814E-01,2.8335571E-01,2.7866364E+00
-2.6022968E+01,6.953863E-01,3.8101196E-01,2.7873993E+00
-2.6021137E+01,6.954678E-01,3.9535522E-01,2.7873993E+00
-2.6019306E+01,6.954271E-01,2.7023315E-01,2.7851105E+00
-2.6017475E+01,6.951690E-01,2.8427124E-01,2.7873993E+00
-2.6015644E+01,6.951826E-01,3.4866333E-01,2.7919769E+00
-2.6013813E+01,6.954135E-01,4.3380737E-01,2.7919769E+00
-2.6011982E+01,6.953727E-01,4.2739868E-01,2.7889252E+00
-2.6010150E+01,6.953592E-01,3.9596558E-01,2.7912140E+00
-2.6008319E+01,6.953999E-01,3.1967163E-01,2.7912140E+00
-2.6006488E+01,6.953727E-01,3.9566040E-01,2.7912140E+00
-2.6004657E+01,6.950468E-01,3.7643433E-01,2.7950287E+00
-2.6002826E+01,6.949789E-01,3.8528442E-01,2.7904510E+00
-2.6000995E+01,6.950740E-01,3.7399292E-01,2.7873993E+00
-2.5999164E+01,6.951555E-01,3.1326294E-01,2.7820587E+00
-2.5997333E+01,6.950468E-01,3.7612915E-01,2.7866364E+00
-2.5995502E+01,6.951690E-01,3.5263062E-01,2.7889252E+00
-2.5993671E+01,6.951419E-01,2.7938843E-01,2.7912140E+00
-2.5991840E+01,6.950332E-01,1.7288208E-01,2.7965546E+00
-2.5990009E+01,6.950332E-01,8.5906982E-02,2.7935028E+00
-2.5988178E+01,6.950604E-01,1.1734009E-01,2.7927399E+00
-2.5986347E+01,6.949246E-01,7.0037842E-02,2.7904510E+00
-2.5984516E+01,6.947616E-01,2.1514893E-02,2.7919769E+00
-2.5982685E+01,6.946937E-01,2.6092529E-02,2.7980804E+00
-2.5980854E+01,6.947616E-01,6.3323975E-02,2.7957916E+00
-2.5979023E+01,6.947073E-01,9.4757080E-02,2.7935028E+00
-2.5977191E+01,6.945172E-01,5.5084229E-02,2.7919769E+00
-2.5975360E+01,6.945579E-01,8.0871582E-03,2.7904510E+00
-2.5973529E+01,6.948295E-01,-7.3699951E-02,2.7957916E+00
-2.5971698E+01,6.948431E-01,-1.3748169E-01,2.7965546E+00
-2.5969867E+01,6.947209E-01,-2.4566650E-02,2.7996063E+00
-2.5968036E+01,6.948159E-01,-4.5623779E-02,2.7996063E+00
-2.5966205E+01,6.948295E-01,-1.0635376E-01,2.7950287E+00
-2.5964374E+01,6.945715E-01,-1.5670776E-01,2.7957916E+00
-2.5962543E+01,6.944764E-01,-1.2161255E-01,2.7935028E+00
-2.5960712E+01,6.945715E-01,-7.0953369E-02,2.7988434E+00
-2.5958881E+01,6.944493E-01,-6.0882568E-02,2.7950287E+00
-2.5957050E+01,6.943135E-01,-9.0484619E-02,2.7957916E+00
-2.5955219E+01,6.943814E-01,-1.8325806E-01,2.7935028E+00
-2.5953388E+01,6.944900E-01,-1.5365601E-01,2.8011322E+00
-2.5951557E+01,6.944900E-01,-2.1316528E-01,2.7965546E+00
-2.5949726E+01,6.945036E-01,-1.5060425E-01,2.7950287E+00
-2.5947895E+01,6.946122E-01,-7.8277588E-02,2.7996063E+00
-2.5946064E+01,6.946394E-01,-8.1329346E-02,2.7957916E+00
-2.5944232E+01,6.944629E-01,8.6822510E-02,2.7912140E+00
-2.5942401E+01,6.943950E-01,5.6915283E-02,2.7980804E+00
-2.5940570E+01,6.944764E-01,1.4297485E-01,2.7942657E+00
-2.5938739E+01,6.943271E-01,1.7410278E-01,2.7904510E+00
-2.5936908E+01,6.941641E-01,2.4337769E-01,2.7942657E+00
-2.5935077E+01,6.943271E-01,2.3391724E-01,2.7942657E+00
-2.5933246E+01,6.944085E-01,3.3309937E-01,2.7896881E+00
-2.5931415E+01,6.943135E-01,3.3706665E-01,2.7912140E+00
-2.5929584E+01,6.942320E-01,2.9556274E-01,2.7927399E+00
-2.5927753E+01,6.943271E-01,3.5232544E-01,2.7942657E+00
-2.5925922E+01,6.942456E-01,4.3167114E-01,2.7950287E+00
-2.5924091E+01,6.940555E-01,5.4183960E-01,2.7927399E+00
-2.5922260E+01,6.939196E-01,4.8080444E-01,2.7919769E+00
-2.5920429E+01,6.940147E-01,4.6127319E-01,2.7996063E+00
-2.5918598E+01,6.940011E-01,3.8619995E-01,2.8003693E+00
-2.5916767E+01,6.938789E-01,3.5842896E-01,2.7957916E+00
-2.5914936E+01,6.939875E-01,4.3075562E-01,2.7996063E+00
-2.5913105E+01,6.940555E-01,4.8385620E-01,2.8003693E+00
-2.5911273E+01,6.939061E-01,5.6961060E-01,2.8011322E+00
-2.5909442E+01,6.939061E-01,5.0643921E-01,2.8026581E+00
-2.5907611E+01,6.939740E-01,4.5181274E-01,2.8003693E+00
-2.5905780E+01,6.937295E-01,5.5709839E-01,2.8041840E+00
-2.5903949E+01,6.935394E-01,6.2149048E-01,2.8087616E+00
-2.5902118E+01,6.935530E-01,6.1080933E-01,2.8018951E+00
-2.5900287E+01,6.936480E-01,4.9880981E-01,2.8026581E+00
-2.5898456E+01,6.935937E-01,3.5720825E-01,2.7988434E+00
-2.5896625E+01,6.934715E-01,3.4194946E-01,2.8011322E+00
-2.5894794E+01,6.935122E-01,3.5629272E-01,2.8072357E+00
-2.5892963E+01,6.936073E-01,3.6880493E-01,2.7996063E+00
-2.5891132E+01,6.936888E-01,3.8314819E-01,2.8041840E+00
-2.5889301E+01,6.937295E-01,2.2140503E-01,2.8079987E+00
-2.5887470E+01,6.938789E-01,1.2557983E-01,2.8049469E+00
-2.5885639E+01,6.937838E-01,1.0726929E-01,2.8003693E+00
-2.5883808E+01,6.934715E-01,1.0726929E-01,2.7973175E+00
-2.5881977E+01,6.933629E-01,-2.3345947E-02,2.7988434E+00
-2.5880146E+01,6.933764E-01,1.4572144E-01,2.8018951E+00
-2.5878314E+01,6.933085E-01,1.1428833E-01,2.8041840E+00
-2.5876483E+01,6.932678E-01,-5.1422119E-02,2.8041840E+00
-2.5874652E+01,6.934172E-01,-1.7929077E-01,2.8034210E+00
-2.5872821E+01,6.934308E-01,-2.9525757E-01,2.8003693E+00
-2.5870990E+01,6.934851E-01,-2.7938843E-01,2.8041840E+00
-2.5869159E+01,6.934987E-01,-1.9943237E-01,2.8049469E+00
-2.5867328E+01,6.936209E-01,-2.6779175E-01,2.8011322E+00
-2.5865497E+01,6.934036E-01,-3.1570435E-01,2.7996063E+00
-2.5863666E+01,6.931456E-01,-4.7012329E-01,2.8087616E+00
-2.5861835E+01,6.931048E-01,-5.2780151E-01,2.8026581E+00
-2.5860004E+01,6.931727E-01,-4.0390015E-01,2.8026581E+00
-2.5858173E+01,6.930505E-01,-3.0319214E-01,2.7973175E+00
-2.5856342E+01,6.931048E-01,-2.8701782E-01,2.8072357E+00
-2.5854511E+01,6.931863E-01,-3.2211304E-01,2.8018951E+00
-2.5852680E+01,6.931863E-01,-3.7734985E-01,2.8011322E+00
-2.5850849E+01,6.931320E-01,-3.6575317E-01,2.8034210E+00
-2.5849018E+01,6.931727E-01,-2.9708862E-01,2.8087616E+00
-2.5847186E+01,6.932406E-01,-3.2669067E-01,2.8087616E+00
-2.5845355E+01,6.931184E-01,-2.5222778E-01,2.8057098E+00
-2.5843524E+01,6.928740E-01,-2.9891968E-01,2.8102875E+00
-2.5841693E+01,6.927925E-01,-3.2760620E-01,2.8087616E+00
-2.5839862E+01,6.927925E-01,-2.5375366E-01,2.8034210E+00
-2.5838031E+01,6.928468E-01,-2.1621704E-01,2.8049469E+00
-2.5836200E+01,6.928332E-01,-1.3717651E-01,2.8049469E+00
-2.5834369E+01,6.928468E-01,-6.5765381E-02,2.7980804E+00
-2.5832538E+01,6.929419E-01,5.2642822E-02,2.7996063E+00
-2.5830707E+01,6.928740E-01,5.9509277E-03,2.8003693E+00
-2.5828876E+01,6.928604E-01,-2.3040771E-02,2.8049469E+00
-2.5827045E+01,6.929147E-01,4.1046143E-02,2.8118134E+00
-2.5825214E+01,6.927382E-01,1.0910034E-01,2.8087616E+00
-2.5823383E+01,6.925209E-01,3.3859253E-01,2.8095245E+00
-2.5821552E+01,6.924394E-01,4.2526245E-01,2.8057098E+00
-2.5819721E+01,6.924530E-01,2.7755737E-01,2.8018951E+00
-2.5817890E+01,6.924122E-01,3.3523560E-01,2.8057098E+00
-2.5816059E+01,6.923579E-01,5.0949097E-01,2.8034210E+00
-2.5814227E+01,6.924666E-01,6.5444946E-01,2.8064728E+00
-2.5812396E+01,6.924258E-01,6.9747925E-01,2.8034210E+00
-2.5810565E+01,6.924258E-01,7.7651978E-01,2.8087616E+00
-2.5808734E+01,6.925480E-01,7.1578979E-01,2.8057098E+00
-2.5806903E+01,6.925480E-01,7.5729370E-01,2.8057098E+00
-2.5805072E+01,6.923851E-01,7.5759888E-01,2.8041840E+00
-2.5803241E+01,6.922085E-01,8.0368042E-01,2.8110504E+00
-2.5801410E+01,6.920999E-01,8.7936401E-01,2.8072357E+00
-2.5799579E+01,6.921814E-01,7.5942993E-01,2.8034210E+00
-2.5797748E+01,6.920184E-01,6.6665649E-01,2.8041840E+00
